iter	Passed	Remaining
2876	15043	42473
2877	15046	42463
2878	15050	42453
2879	15055	42448
2880	15058	42437
2881	15063	42432
2882	15067	42421
2883	15073	42420
2884	15079	42415
2885	15084	42409
2886	15089	42404
2887	15094	42399
2888	15099	42392
2889	15105	42388
2890	15110	42384
2891	15116	42381
2892	15120	42371
2893	15125	42365
2894	15130	42359
2895	15135	42354
2896	15140	42348
2897	15144	42338
2898	15147	42328
2899	15151	42320
2900	15155	42311
2901	15160	42304
2902	15165	42298
2903	15172	42298
2904	15177	42291
2905	15180	42282
2906	15184	42273
2907	15189	42266
2908	15193	42258
2909	15197	42251
2910	15201	42241
2911	15206	42235
2912	15210	42227
2913	15215	42219
2914	15218	42210
2915	15222	42200
2916	15229	42199
2917	15234	42195
2918	15240	42191
2919	15245	42186
2920	15250	42181
2921	15256	42176
2922	15261	42172
2923	15266	42166
2924	15271	42160
2925	15276	42154
2926	15281	42148
2927	15288	42148
2928	15295	42147
2929	15301	42144
2930	15306	42138
2931	15315	42143
2932	15320	42138
2933	15325	42132
2934	15330	42126
2935	15334	42118
2936	15340	42114
2937	15345	42108
2938	15349	42098
2939	15353	42090
2940	15358	42085
2941	15362	42077
2942	15369	42075
2943	15373	42069
2944	15377	42058
2945	15383	42055
2946	15388	42050
2947	15393	42043
2948	15398	42039
2949	15403	42033
2950	15409	42030
2951	15415	42026
2952	15421	42023
2953	15427	42019
2954	15433	42018
2955	15438	42012
2956	15445	42012
2957	15451	42008
2958	15457	42005
2959	15461	41997
2960	15467	41994
2961	15472	41988
2962	15477	41980
2963	15483	41978
2964	15489	41974
2965	15494	41969
2966	15499	41964
2967	15504	41958
2968	15512	41960
2969	15517	41953
2970	15522	41949
2971	15528	41944
2972	15533	41939
2973	15537	41930
2974	15541	41922
2975	15547	41919
2976	15552	41914
2977	15556	41905
2978	15561	41898
2979	15566	41894
2980	15570	41884
2981	15574	41877
2982	15578	41868
2983	15583	41861
2984	15589	41858
2985	15594	41852
2986	15599	41847
2987	15605	41844
2988	15610	41839
2989	15615	41832
2990	15620	41827
2991	15625	41820
2992	15630	41816
2993	15634	41807
2994	15640	41804
2995	15647	41804
2996	15652	41798
2997	15658	41795
2998	15663	41788
2999	15668	41782
3000	15673	41775
3001	15676	41766
3002	15682	41763
3003	15685	41752
3004	15691	41748
3005	15697	41744
3006	15701	41737
3007	15708	41736
3008	15713	41729
3009	15717	41722
3010	15722	41716
3011	15726	41707
3012	15732	41704
3013	15739	41703
3014	15745	41701
3015	15751	41697
3016	15755	41689
3017	15761	41685
3018	15765	41678
3019	15769	41668
3020	15775	41666
3021	15780	41659
3022	15785	41653
3023	15789	41645
3024	15794	41638
3025	15798	41632
3026	15804	41629
3027	15811	41627
3028	15815	41618
3029	15820	41612
3030	15827	41612
3031	15830	41602
3032	15835	41596
3033	15842	41594
3034	15848	41591
3035	15854	41590
3036	15859	41583
3037	15863	41576
3038	15868	41570
3039	15875	41567
3040	15880	41563
3041	15885	41556
3042	15889	41549
3043	15894	41542
3044	15899	41536
3045	15904	41530
3046	15909	41526
3047	15915	41523
3048	15921	41518
3049	15925	41511
3050	15929	41502
3051	15934	41496
3052	15941	41494
3053	15945	41486
3054	15950	41481
3055	15955	41475
3056	15961	41472
3057	15965	41464
3058	15997	41529
3059	16020	41570
3060	16027	41567
3061	16032	41563
3062	16041	41566
3063	16046	41561
3064	16052	41558
3065	16058	41555
3066	16066	41555
3067	16071	41550
3068	16076	41545
3069	16082	41541
3070	16087	41536
3071	16092	41530
3072	16095	41518
3073	16100	41512
3074	16106	41509
3075	16113	41508
3076	16117	41501
3077	16123	41497
3078	16128	41492
3079	16133	41485
3080	16138	41480
3081	16144	41478
3082	16150	41474
3083	16155	41468
3084	16160	41460
3085	16164	41452
3086	16170	41449
3087	16173	41440
3088	16180	41437
3089	16184	41430
3090	16190	41425
3091	16193	41415
3092	16198	41410
3093	16202	41400
3094	16206	41392
3095	16211	41387
3096	16216	41381
3097	16222	41379
3098	16226	41370
3099	16232	41366
3100	16235	41356
3101	16238	41345
3102	16243	41338
3103	16249	41334
3104	16254	41330
3105	16258	41321
3106	16262	41312
3107	16267	41307
3108	16271	41298
3109	16276	41291
3110	16280	41285
3111	16285	41278
3112	16289	41270
3113	16293	41261
3114	16299	41258
3115	16304	41253
3116	16308	41245
3117	16312	41235
3118	16315	41225
3119	16318	41215
3120	16324	41210
3121	16328	41204
3122	16335	41202
3123	16340	41196
3124	16344	41188
3125	16348	41178
3126	16353	41175
3127	16359	41169
3128	16363	41163
3129	16369	41158
3130	16374	41152
3131	16377	41143
3132	16381	41133
3133	16387	41131
3134	16390	41121
3135	16394	41110
3136	16399	41106
3137	16405	41101
3138	16408	41091
3139	16412	41083
3140	16416	41075
3141	16422	41071
3142	16428	41069
3143	16433	41063
3144	16437	41055
3145	16443	41051
3146	16448	41046
3147	16455	41044
3148	16461	41040
3149	16465	41034
3150	16470	41026
3151	16476	41022
3152	16481	41017
3153	16486	41011
3154	16490	41004
3155	16495	40998
3156	16500	40991
3157	16505	40986
3158	16510	40981
3159	16516	40977
3160	16521	40972
3161	16527	40969
3162	16532	40963
3163	16537	40957
3164	16542	40951
3165	16549	40951
3166	16554	40944
3167	16560	40940
3168	16565	40934
3169	16569	40928
3170	16575	40923
3171	16580	40917
3172	16584	40908
3173	16590	40907
3174	16597	40904
3175	16601	40898
3176	16606	40891
3177	16611	40885
3178	16615	40878
3179	16620	40873
3180	16625	40865
3181	16629	40856
3182	16634	40852
3183	16640	40847
3184	16645	40841
3185	16651	40840
3186	16655	40831
3187	16662	40829
3188	16665	40820
3189	16669	40812
3190	16675	40808
3191	16681	40805
3192	16686	40798
3193	16691	40793
3194	16694	40783
3195	16697	40773
3196	16701	40763
3197	16706	40758
3198	16713	40756
3199	16720	40755
3200	16725	40750
3201	16732	40749
3202	16737	40744
3203	16743	40740
3204	16747	40733
3205	16752	40726
3206	16757	40720
3207	16760	40710
3208	16766	40705
3209	16771	40701
3210	16777	40696
3211	16781	40689
3212	16784	40679
3213	16790	40675
3214	16794	40666
3215	16798	40659
3216	16802	40649
3217	16805	40639
3218	16810	40634
3219	16816	40631
3220	16821	40626
3221	16826	40620
3222	16831	40613
3223	16836	40607
3224	16839	40597
3225	16844	40592
3226	16848	40583
3227	16851	40573
3228	16857	40570
3229	16861	40561
3230	16867	40558
3231	16873	40555
3232	16881	40555
3233	16888	40555
3234	16894	40553
3235	16901	40550
3236	16906	40545
3237	16911	40539
3238	16917	40535
3239	16922	40531
3240	16927	40525
3241	16932	40518
3242	16936	40509
3243	16941	40504
3244	16945	40497
3245	16950	40491
3246	16956	40487
3247	16962	40483
3248	16968	40480
3249	16973	40474
3250	16976	40465
3251	17028	40571
3252	17034	40568
3253	17039	40560
3254	17042	40551
3255	17048	40546
3256	17052	40539
3257	17056	40530
3258	17060	40523
3259	17063	40513
3260	17069	40509
3261	17074	40503
3262	17077	40493
3263	17082	40488
3264	17087	40481
3265	17094	40480
3266	17100	40476
3267	17107	40475
3268	17112	40470
3269	17116	40462
3270	17120	40454
3271	17126	40449
3272	17132	40446
3273	17135	40437
3274	17139	40428
3275	17142	40418
3276	17146	40409
3277	17153	40409
3278	17158	40403
3279	17164	40399
3280	17168	40392
3281	17172	40382
3282	17176	40376
3283	17181	40369
3284	17186	40364
3285	17190	40354
3286	17196	40351
3287	17199	40341
3288	17205	40339
3289	17211	40334
3290	17216	40328
3291	17220	40320
3292	17224	40312
3293	17227	40303
3294	17231	40293
3295	17237	40290
3296	17241	40281
3297	17245	40275
3298	17252	40273
3299	17256	40264
3300	17261	40259
3301	17264	40250
3302	17270	40244
3303	17275	40239
3304	17279	40230
3305	17282	40222
3306	17288	40216
3307	17291	40208
3308	17295	40198
3309	17300	40194
3310	17306	40189
3311	17313	40188
3312	17317	40181
3313	17321	40173
3314	17325	40165
3315	17331	40162
3316	17336	40156
3317	17341	40150
3318	17346	40143
3319	17350	40137
3320	17355	40129
3321	17362	40128
3322	17365	40119
3323	17368	40109
3324	17372	40099
3325	17375	40090
3326	17378	40080
3327	17384	40075
3328	17387	40065
3329	17393	40061
3330	17398	40057
3331	17405	40056
3332	17411	40052
3333	17418	40050
3334	17423	40046
3335	17429	40042
3336	17436	40041
3337	17442	40037
3338	17447	40031
3339	17451	40023
3340	17455	40014
3341	17459	40006
3342	17462	39997
3343	17465	39987
3344	17472	39985
3345	17477	39980
3346	17484	39979
3347	17488	39971
3348	17493	39964
3349	17498	39959
3350	17502	39950
3351	17506	39942
3352	17509	39932
3353	17512	39923
3354	17516	39913
3355	17521	39908
3356	17526	39902
3357	17529	39893
3358	17533	39884
3359	17537	39875
3360	17541	39868
3361	17544	39858
3362	17549	39854
3363	17555	39850
3364	17562	39848
3365	17568	39845
3366	17574	39840
3367	17581	39839
3368	17585	39832
3369	17591	39829
3370	17597	39825
3371	17603	39821
3372	17608	39815
3373	17614	39812
3374	17620	39808
3375	17625	39803
3376	17631	39799
3377	17634	39790
3378	17639	39784
3379	17644	39778
3380	17649	39773
3381	17654	39767
3382	17658	39759
3383	17665	39757
3384	17672	39755
3385	17676	39748
3386	17682	39745
3387	17689	39742
3388	17693	39736
3389	17698	39730
3390	17704	39725
3391	17708	39719
3392	17715	39716
3393	17720	39712
3394	17725	39706
3395	17729	39698
3396	17733	39690
3397	17738	39684
3398	17744	39681
3399	17749	39675
3400	17755	39671
3401	17760	39665
3402	17765	39660
3403	17771	39657
3404	17774	39647
3405	17780	39642
3406	17784	39635
3407	17788	39628
3408	17796	39627
3409	17801	39623
3410	17808	39620
3411	17813	39615
3412	17816	39606
3413	17822	39601
3414	17825	39592
3415	17831	39589
3416	17838	39587
3417	17842	39578
3418	17848	39575
3419	17853	39569
3420	17856	39560
3421	17860	39551
3422	17866	39548
3423	17871	39542
3424	17876	39537
3425	17882	39534
3426	17889	39531
3427	17893	39523
3428	17897	39517
3429	17902	39510
3430	17908	39506
3431	17913	39500
3432	17916	39492
3433	17921	39485
3434	17924	39476
3435	17930	39471
3436	17937	39470
3437	17941	39462
3438	17946	39456
3439	17953	39454
3440	17958	39449
3441	17961	39440
3442	17967	39437
3443	17972	39430
3444	17978	39428
3445	17982	39419
3446	17988	39416
3447	17992	39408
3448	17996	39401
3449	17999	39390
3450	18005	39387
3451	18011	39383
3452	18067	39488
3453	18073	39484
3454	18079	39481
3455	18082	39472
3456	18088	39467
3457	18091	39458
3458	18095	39450
3459	18102	39447
3460	18106	39441
3461	18113	39438
3462	18117	39431
3463	18122	39426
3464	18127	39420
3465	18133	39415
3466	18136	39406
3467	18139	39396
3468	18145	39393
3469	18151	39388
3470	18154	39379
3471	18161	39377
3472	18166	39372
3473	18172	39369
3474	18176	39361
3475	18182	39356
3476	18187	39351
3477	18190	39341
3478	18195	39335
3479	18199	39327
3480	18204	39321
3481	18210	39318
3482	18217	39316
3483	18222	39310
3484	18228	39307
3485	18234	39304
3486	18239	39299
3487	18246	39296
3488	18250	39290
3489	18257	39287
3490	18263	39285
3491	18268	39278
3492	18274	39274
3493	18279	39269
3494	18284	39263
3495	18290	39258
3496	18296	39255
3497	18301	39251
3498	18306	39243
3499	18310	39236
3500	18315	39230
3501	18323	39230
3502	18327	39223
3503	18333	39220
3504	18337	39212
3505	18341	39204
3506	18346	39197
3507	18352	39196
3508	18358	39192
3509	18364	39187
3510	18369	39182
3511	18376	39181
3512	18383	39179
3513	18387	39171
3514	18393	39167
3515	18396	39158
3516	18400	39151
3517	18405	39143
3518	18409	39136
3519	18415	39133
3520	18422	39131
3521	18429	39129
3522	18434	39124
3523	18441	39123
3524	18445	39115
3525	18451	39110
3526	18456	39104
3527	18461	39100
3528	18466	39094
3529	18474	39095
3530	18483	39096
3531	18487	39088
3532	18490	39080
3533	18495	39074
3534	18504	39076
3535	18509	39070
3536	18515	39066
3537	18521	39064
3538	18525	39056
3539	18529	39048
3540	18534	39043
3541	18540	39039
3542	18545	39032
3543	18551	39030
3544	18558	39027
3545	18563	39021
3546	18568	39015
3547	18571	39007
3548	18575	38997
3549	18580	38993
3550	18586	38989
3551	18592	38985
3552	18596	38977
3553	18600	38970
3554	18606	38966
3555	18610	38957
3556	18614	38951
3557	18617	38941
3558	18621	38932
3559	18626	38926
3560	18631	38920
3561	18637	38917
3562	18641	38910
3563	18646	38904
3564	18651	38899
3565	18656	38892
3566	18660	38884
3567	18663	38874
3568	18667	38867
3569	18674	38865
3570	18680	38861
3571	18685	38857
3572	18691	38853
3573	18696	38846
3574	18701	38840
3575	18705	38833
3576	18711	38830
3577	18715	38822
3578	18718	38812
3579	18721	38802
3580	18726	38796
3581	18730	38788
3582	18733	38778
3583	18736	38769
3584	18742	38765
3585	18746	38758
3586	18752	38753
3587	18756	38745
3588	18762	38742
3589	18767	38738
3590	18772	38731
3591	18779	38729
3592	18784	38724
3593	18788	38716
3594	18793	38711
3595	18798	38705
3596	18805	38703
3597	18810	38698
3598	18816	38694
3599	18821	38689
3600	18826	38683
3601	18831	38676
3602	18835	38670
3603	18840	38664
3604	18845	38657
3605	18850	38653
3606	18857	38651
3607	18863	38646
3608	18867	38640
3609	18873	38635
3610	18878	38630
3611	18883	38625
3612	18889	38621
3613	18895	38617
3614	18902	38614
3615	18908	38611
3616	18913	38605
3617	18919	38601
3618	18926	38601
3619	18933	38599
3620	18939	38595
3621	18946	38594
3622	18951	38588
3623	18956	38582
3624	18960	38575
3625	18968	38574
3626	18973	38569
3627	18979	38566
3628	18986	38564
3629	18992	38560
3630	18998	38556
3631	19003	38550
3632	19010	38548
3633	19016	38545
3634	19021	38539
3635	19026	38533
3636	19030	38526
3637	19033	38517
3638	19138	38712
3639	19147	38715
3640	19151	38707
3641	19158	38707
3642	19167	38708
3643	19174	38706
3644	19179	38701
3645	19184	38694
3646	19188	38686
3647	19195	38684
3648	19199	38678
3649	19203	38670
3650	19209	38666
3651	19212	38657
3652	19217	38651
3653	19221	38642
3654	19228	38641
3655	19234	38638
3656	19238	38629
3657	19243	38624
3658	19248	38617
3659	19253	38612
3660	19256	38603
3661	19262	38598
3662	19268	38595
3663	19275	38592
3664	19281	38588
3665	19287	38584
3666	19292	38580
3667	19298	38574
3668	19303	38570
3669	19307	38563
3670	19313	38557
3671	19319	38554
3672	19324	38548
3673	19329	38543
3674	19337	38543
3675	19342	38536
3676	19348	38533
3677	19353	38528
3678	19359	38523
3679	19365	38521
3680	19370	38515
3681	19377	38513
3682	19383	38509
3683	19387	38501
3684	19393	38497
3685	19396	38488
3686	19401	38481
3687	19406	38476
3688	19412	38471
3689	19420	38471
3690	19424	38465
3691	19428	38456
3692	19433	38451
3693	19438	38445
3694	19444	38440
3695	19451	38439
3696	19458	38437
3697	19462	38431
3698	19468	38426
3699	19474	38422
3700	19478	38415
3701	19483	38408
3702	19489	38404
3703	19494	38399
3704	19500	38395
3705	19505	38390
3706	19511	38385
3707	19518	38384
3708	19525	38382
3709	19532	38379
3710	19536	38373
3711	19543	38370
3712	19548	38364
3713	19554	38362
3714	19558	38353
3715	19563	38348
3716	19568	38341
3717	19571	38332
3718	19577	38329
3719	19583	38325
3720	19589	38320
3721	19595	38316
3722	19601	38312
3723	19605	38305
3724	19610	38299
3725	19614	38292
3726	19620	38287
3727	19624	38280
3728	19628	38272
3729	19634	38268
3730	19641	38267
3731	19648	38264
3732	19653	38258
3733	19657	38251
3734	19663	38247
3735	19669	38244
3736	19673	38235
3737	19679	38232
3738	19685	38228
3739	19692	38225
3740	19698	38222
3741	19704	38219
3742	19710	38214
3743	19716	38211
3744	19721	38206
3745	19725	38197
3746	19731	38193
3747	19737	38190
3748	19741	38182
3749	19745	38174
3750	19749	38166
3751	19754	38161
3752	19758	38153
3753	19762	38146
3754	19765	38136
3755	19771	38133
3756	19778	38130
3757	19783	38124
3758	19787	38116
3759	19792	38111
3760	19797	38105
3761	19803	38102
3762	19809	38097
3763	19815	38094
3764	19820	38088
3765	19826	38083
3766	19831	38079
3767	19837	38074
3768	19841	38066
3769	19846	38061
3770	19854	38060
3771	19861	38059
3772	19869	38058
3773	19874	38053
3774	19879	38047
3775	19885	38044
3776	19889	38036
3777	19893	38028
3778	19899	38024
3779	19906	38021
3780	19913	38019
3781	19920	38018
3782	19926	38015
3783	19931	38009
3784	19936	38003
3785	19941	37997
3786	19947	37993
3787	19952	37987
3788	19958	37983
3789	19963	37978
3790	19967	37970
3791	19974	37968
3792	19978	37960
3793	19981	37951
3794	19987	37947
3795	19992	37941
3796	19999	37939
3797	20004	37933
3798	20010	37930
3799	20016	37925
3800	20024	37925
3801	20031	37924
3802	20042	37929
3803	20048	37925
3804	20054	37921
3805	20060	37918
3806	20067	37915
3807	20071	37908
3808	20074	37899
3809	20078	37891
3810	20084	37886
3811	20088	37880
3812	20096	37879
3813	20101	37874
3814	20139	37930
3815	20170	37973
3816	20177	37971
3817	20184	37969
3818	20190	37965
3819	20196	37961
3820	20200	37953
3821	20206	37949
3822	20212	37945
3823	20219	37942
3824	20226	37940
3825	20231	37936
3826	20237	37932
3827	20243	37927
3828	20248	37922
3829	20256	37920
3830	20261	37915
3831	20265	37908
3832	20272	37905
3833	20276	37898
3834	20281	37892
3835	20286	37885
3836	20291	37879
3837	20297	37876
3838	20304	37873
3839	20309	37869
3840	20315	37865
3841	20322	37863
3842	20328	37859
3843	20335	37857
3844	20340	37851
3845	20347	37849
3846	20353	37844
3847	20360	37842
3848	20367	37839
3849	20374	37838
3850	20379	37833
3851	20384	37827
3852	20390	37823
3853	20397	37820
3854	20402	37813
3855	20407	37809
3856	20412	37802
3857	20417	37797
3858	20425	37796
3859	20430	37791
3860	20434	37784
3861	20440	37779
3862	20445	37774
3863	20450	37767
3864	20457	37766
3865	20463	37760
3866	20468	37756
3867	20474	37752
3868	20478	37744
3869	20485	37742
3870	20491	37737
3871	20497	37733
3872	20502	37727
3873	20509	37725
3874	20515	37722
3875	20521	37717
3876	20526	37711
3877	20531	37706
3878	20537	37703
3879	20543	37698
3880	20548	37692
3881	20554	37688
3882	20559	37682
3883	20564	37677
3884	20569	37670
3885	20574	37664
3886	20579	37659
3887	20584	37653
3888	20588	37646
3889	20592	37637
3890	20598	37634
3891	20602	37625
3892	20605	37616
3893	20610	37610
3894	20615	37605
3895	20622	37603
3896	20628	37599
3897	20633	37593
3898	20639	37590
3899	20644	37584
3900	20649	37577
3901	20655	37573
3902	20661	37569
3903	20665	37561
3904	20669	37554
3905	20675	37550
3906	20682	37547
3907	20685	37539
3908	20689	37531
3909	20695	37526
3910	20698	37518
3911	20706	37517
3912	20712	37512
3913	20715	37504
3914	20721	37500
3915	20726	37494
3916	20732	37490
3917	20736	37481
3918	20741	37476
3919	20746	37471
3920	20753	37467
3921	20759	37464
3922	20765	37461
3923	20772	37458
3924	20778	37454
3925	20785	37452
3926	20791	37447
3927	20796	37442
3928	20802	37437
3929	20808	37434
3930	20814	37429
3931	20820	37425
3932	20826	37422
3933	20832	37418
3934	20837	37411
3935	20842	37405
3936	20847	37401
3937	20854	37398
3938	20860	37393
3939	20867	37391
3940	20872	37386
3941	20880	37385
3942	20885	37379
3943	20891	37376
3944	20896	37369
3945	20900	37362
3946	20906	37359
3947	20912	37354
3948	20917	37348
3949	20923	37344
3950	20931	37343
3951	20938	37341
3952	20943	37335
3953	20949	37331
3954	20953	37325
3955	20959	37319
3956	20964	37314
3957	20970	37311
3958	20976	37306
3959	20984	37304
3960	20991	37303
3961	20997	37300
3962	21004	37296
3963	21008	37289
3964	21011	37280
3965	21016	37274
3966	21023	37272
3967	21030	37270
3968	21034	37261
3969	21038	37255
3970	21043	37249
3971	21050	37245
3972	21054	37238
3973	21059	37233
3974	21066	37230
3975	21070	37222
3976	21076	37218
3977	21080	37212
3978	21085	37205
3979	21089	37197
3980	21095	37193
3981	21098	37185
3982	21102	37177
3983	21108	37172
3984	21114	37168
3985	21119	37162
3986	21125	37159
3987	21132	37156
3988	21137	37151
3989	21144	37149
3990	21151	37145
3991	21186	37194
3992	21221	37240
3993	21227	37236
3994	21236	37236
3995	21242	37233
3996	21251	37233
3997	21256	37228
3998	21262	37224
3999	21266	37216
4000	21271	37211
4001	21278	37207
4002	21283	37202
4003	21290	37200
4004	21296	37195
4005	21303	37193
4006	21307	37186
4007	21312	37179
4008	21317	37174
4009	21323	37169
4010	21329	37165
4011	21336	37163
4012	21342	37159
4013	21348	37155
4014	21354	37150
4015	21359	37144
4016	21365	37141
4017	21369	37133
4018	21376	37130
4019	21381	37124
4020	21387	37121
4021	21393	37117
4022	21398	37111
4023	21404	37106
4024	21409	37100
4025	21413	37092
4026	21417	37085
4027	21424	37083
4028	21429	37077
4029	21436	37074
4030	21442	37071
4031	21447	37064
4032	21452	37059
4033	21458	37054
4034	21462	37046
4035	21468	37043
4036	21473	37036
4037	21480	37034
4038	21486	37031
4039	21491	37024
4040	21495	37017
4041	21503	37016
4042	21509	37012
4043	21513	37005
4044	21517	36997
4045	21525	36995
4046	21531	36992
4047	21538	36989
4048	21545	36987
4049	21553	36986
4050	21557	36978
4051	21564	36977
4052	21570	36973
4053	21576	36969
4054	21582	36963
4055	21585	36955
4056	21590	36949
4057	21596	36945
4058	21600	36937
4059	21606	36933
4060	21613	36931
4061	21619	36926
4062	21624	36920
4063	21627	36912
4064	21633	36907
4065	21639	36902
4066	21644	36897
4067	21649	36891
4068	21655	36887
4069	21661	36882
4070	21665	36876
4071	21669	36867
4072	21674	36861
4073	21679	36857
4074	21685	36852
4075	21690	36846
4076	21695	36840
4077	21700	36834
4078	21703	36825
4079	21710	36823
4080	21715	36816
4081	21720	36810
4082	21724	36803
4083	21729	36797
4084	21735	36792
4085	21740	36786
4086	21746	36783
4087	21752	36778
4088	21757	36773
4089	21763	36769
4090	21768	36763
4091	21773	36756
4092	21777	36749
4093	21781	36741
4094	21788	36739
4095	21793	36734
4096	21799	36730
4097	21805	36726
4098	21810	36720
4099	21815	36714
4100	21818	36705
4101	21823	36699
4102	21830	36695
4103	21836	36692
4104	21841	36685
4105	21848	36684
4106	21854	36678
4107	21863	36681
4108	21869	36676
4109	21877	36674
4110	21884	36672
4111	21891	36669
4112	21897	36665
4113	21903	36662
4114	21910	36659
4115	21917	36657
4116	21923	36652
4117	21928	36647
4118	21934	36642
4119	21938	36634
4120	21942	36628
4121	21947	36622
4122	21952	36616
4123	21956	36608
4124	21961	36603
4125	21968	36599
4126	21972	36592
4127	21976	36584
4128	21979	36576
4129	21984	36569
4130	21990	36565
4131	21996	36561
4132	22002	36556
4133	22006	36549
4134	22009	36540
4135	22015	36535
4136	22020	36530
4137	22024	36522
4138	22028	36514
4139	22033	36508
4140	22038	36503
4141	22041	36494
4142	22048	36491
4143	22053	36486
4144	22060	36482
4145	22064	36475
4146	22067	36466
4147	22072	36460
4148	22079	36457
4149	22085	36453
4150	22092	36451
4151	22097	36446
4152	22104	36443
4153	22110	36439
4154	22115	36434
4155	22122	36430
4156	22129	36427
4157	22134	36422
4158	22140	36417
4159	22144	36411
4160	22150	36405
4161	22155	36401
4162	22161	36395
4163	22166	36390
4164	22174	36388
4165	22178	36382
4166	22184	36378
4167	22227	36434
4168	22258	36470
4169	22263	36465
4170	22271	36463
4171	22276	36458
4172	22282	36454
4173	22289	36450
4174	22294	36445
4175	22298	36437
4176	22306	36436
4177	22312	36432
4178	22316	36424
4179	22322	36420
4180	22326	36412
4181	22332	36408
4182	22336	36402
4183	22340	36394
4184	22345	36387
4185	22351	36383
4186	22356	36378
4187	22362	36373
4188	22367	36368
4189	22372	36362
4190	22377	36355
4191	22383	36351
4192	22390	36348
4193	22395	36342
4194	22402	36339
4195	22408	36336
4196	22413	36331
4197	22418	36324
4198	22422	36317
4199	22428	36313
4200	22432	36304
4201	22437	36300
4202	22442	36292
4203	22445	36284
4204	22451	36280
4205	22458	36277
4206	22464	36273
4207	22470	36268
4208	22476	36263
4209	22483	36262
4210	22487	36254
4211	22495	36252
4212	22502	36250
4213	22507	36244
4214	22513	36240
4215	22521	36239
4216	22527	36235
4217	22533	36231
4218	22539	36225
4219	22546	36223
4220	22552	36219
4221	22558	36214
4222	22564	36211
4223	22571	36208
4224	22576	36202
4225	22582	36198
4226	22589	36195
4227	22594	36189
4228	22601	36186
4229	22605	36179
4230	22610	36173
4231	22616	36169
4232	22623	36166
4233	22629	36162
4234	22635	36158
4235	22640	36152
4236	22645	36146
4237	22651	36141
4238	22657	36136
4239	22662	36131
4240	22667	36126
4241	22673	36121
4242	22681	36119
4243	22685	36113
4244	22693	36111
4245	22697	36104
4246	22704	36101
4247	22708	36093
4248	22713	36088
4249	22719	36083
4250	22723	36076
4251	22730	36074
4252	22737	36070
4253	22743	36066
4254	22749	36063
4255	22755	36058
4256	22760	36052
4257	22766	36047
4258	22772	36043
4259	22775	36035
4260	22782	36032
4261	22787	36025
4262	22794	36022
4263	22799	36016
4264	22805	36012
4265	22812	36010
4266	22818	36005
4267	22824	36001
4268	22829	35995
4269	22834	35989
4270	22839	35984
4271	22845	35979
4272	22851	35975
4273	22855	35967
4274	22862	35965
4275	22868	35960
4276	22874	35957
4277	22880	35951
4278	22884	35944
4279	22889	35938
4280	22896	35935
4281	22903	35932
4282	22909	35929
4283	22916	35925
4284	22923	35923
4285	22929	35918
4286	22933	35912
4287	22938	35905
4288	22943	35899
4289	22947	35892
4290	22953	35887
4291	22959	35883
4292	22966	35880
4293	22971	35875
4294	22977	35870
4295	22981	35863
4296	22985	35855
4297	22992	35852
4298	22996	35846
4299	23002	35840
4300	23007	35835
4301	23014	35832
4302	23019	35826
4303	23026	35823
4304	23032	35819
4305	23037	35814
4306	23045	35812
4307	23052	35809
4308	23056	35802
4309	23064	35800
4310	23071	35798
4311	23078	35794
4312	23085	35792
4313	23092	35789
4314	23098	35785
4315	23104	35780
4316	23109	35774
4317	23113	35768
4318	23117	35760
4319	23121	35753
4320	23127	35748
4321	23135	35746
4322	23141	35743
4323	23147	35738
4324	23154	35735
4325	23160	35731
4326	23168	35729
4327	23175	35726
4328	23181	35722
4329	23184	35714
4330	23190	35708
4331	23194	35702
4332	23198	35694
4333	23205	35691
4334	23211	35686
4335	23218	35684
4336	23224	35680
4337	23230	35676
4338	23234	35668
4339	23350	35832
4340	23357	35830
4341	23365	35828
4342	23371	35824
4343	23376	35818
4344	23382	35813
4345	23389	35810
4346	23394	35805
4347	23402	35802
4348	23408	35798
4349	23415	35796
4350	23423	35794
4351	23428	35788
4352	23432	35780
4353	23437	35775
4354	23443	35770
4355	23446	35761
4356	23451	35755
4357	23455	35748
4358	23461	35743
4359	23467	35739
4360	23471	35732
4361	23477	35727
4362	23484	35724
4363	23489	35718
4364	23495	35714
4365	23500	35707
4366	23503	35699
4367	23508	35693
4368	23515	35690
4369	23522	35686
4370	23528	35682
4371	23532	35675
4372	23535	35667
4373	23541	35661
4374	23548	35659
4375	23552	35651
4376	23556	35644
4377	23562	35640
4378	23567	35633
4379	23573	35629
4380	23580	35626
4381	23586	35622
4382	23590	35615
4383	23597	35611
4384	23603	35606
4385	23609	35601
4386	23616	35599
4387	23623	35596
4388	23629	35592
4389	23635	35588
4390	23642	35584
4391	23653	35587
4392	23657	35580
4393	23664	35577
4394	23671	35574
4395	23678	35570
4396	23683	35565
4397	23690	35562
4398	23696	35558
4399	23702	35554
4400	23708	35548
4401	23714	35545
4402	23720	35539
4403	23723	35531
4404	23728	35525
4405	23733	35520
4406	23739	35514
4407	23745	35510
4408	23751	35505
4409	23758	35503
4410	23766	35501
4411	23773	35498
4412	23780	35495
4413	23784	35488
4414	23789	35481
4415	23796	35478
4416	23803	35475
4417	23808	35469
4418	23815	35467
4419	23821	35463
4420	23828	35459
4421	23835	35456
4422	23840	35451
4423	23847	35448
4424	23854	35444
4425	23861	35441
4426	23867	35437
4427	23872	35431
4428	23878	35427
4429	23885	35423
