iter	RMSE
361	0.3042412391
362	0.3042230098
363	0.3042213547
364	0.3042057343
365	0.3041927693
366	0.3041852188
367	0.3041780609
368	0.3041757476
369	0.304161484
370	0.3041424348
371	0.3041247745
372	0.3041231434
373	0.3041061254
374	0.3040960002
375	0.3040841999
376	0.3040737682
377	0.3040631085
378	0.3040231147
379	0.3040219928
380	0.3040206339
381	0.3040197905
382	0.3040065472
383	0.3040053524
384	0.3040036047
385	0.3039934568
386	0.3039912126
387	0.3039899923
388	0.3039228689
389	0.3039109391
390	0.303901861
391	0.3039010572
392	0.3039002588
393	0.3038997074
394	0.3038991366
395	0.3038984274
396	0.3038971747
397	0.303851734
398	0.3038436057
399	0.3038265287
400	0.3038245719
401	0.3037939055
402	0.3037832529
403	0.303776031
404	0.3037752123
405	0.3037742491
406	0.3037416526
407	0.3037407006
408	0.303739731
409	0.3037297049
410	0.3037200775
411	0.3037188328
412	0.3037180459
413	0.3036905543
414	0.3036883146
415	0.3036873065
416	0.3036838834
417	0.3036732523
418	0.3036723321
419	0.3036429456
420	0.3036338636
421	0.3036163092
422	0.3036075945
423	0.3035438637
424	0.3035431169
425	0.3035422099
426	0.3035415693
427	0.303539555
428	0.3035386686
429	0.3035383335
430	0.3035361
431	0.3035277581
432	0.3035258837
433	0.3035105543
434	0.3035096766
435	0.3034878947
436	0.3034870437
437	0.3034867126
438	0.3034682931
439	0.3034674506
440	0.3034666457
441	0.3034492711
442	0.3034484508
443	0.3034404362
444	0.3034396311
445	0.3034393044
446	0.3034385616
447	0.3034115519
448	0.303410754
449	0.3033859531
450	0.303385629
451	0.3033283652
452	0.3033275774
453	0.3032669843
454	0.3032663528
455	0.3032660323
456	0.3032603051
457	0.3032592039
458	0.3032584355
459	0.303216219
460	0.3032159019
461	0.303215146
462	0.3032136286
463	0.3032128813
464	0.3032125679
465	0.3032051192
466	0.3031907107
467	0.3031904009
468	0.3031593666
469	0.3031590602
470	0.3031571541
471	0.3031568514
472	0.3031565523
473	0.3031156259
474	0.3031153299
475	0.3031150375
476	0.3030753292
477	0.3030748056
478	0.3030678728
479	0.303026587
480	0.3030251424
481	0.3030013955
482	0.3030006749
483	0.3030001685
484	0.3029998786
485	0.3029615883
486	0.3029311816
487	0.3029066876
488	0.3028890752
489	0.3028452592
490	0.302818402
491	0.3028032875
492	0.3028025831
493	0.3027782321
494	0.3027566492
495	0.3027358736
496	0.3027355874
497	0.3027127979
498	0.3027110127
499	0.3027105164
500	0.3027017666
501	0.3027012821
502	0.302675492
503	0.3026752112
504	0.3026631268
505	0.3026626436
506	0.3026623658
507	0.3026391017
508	0.3026377263
509	0.3026374519
510	0.3026357155
511	0.3026350418
512	0.3026343714
513	0.3026339089
514	0.3025971575
515	0.3025968859
516	0.3025966175
517	0.3025963819
518	0.3025717752
519	0.3025633384
520	0.3025630739
521	0.3025628124
522	0.3025626121
523	0.3025620622
524	0.3025614124
525	0.3025335995
526	0.3024978268
527	0.3024758817
528	0.3024754345
529	0.3024637367
530	0.3024543854
531	0.3024541603
532	0.3024539631
533	0.3024533331
534	0.3024376619
535	0.3024017146
536	0.3023975914
537	0.3023969638
538	0.3023747425
539	0.3023744841
540	0.302354156
541	0.3023357232
542	0.3023352907
543	0.3023159742
544	0.3023142787
545	0.3023137131
546	0.3023131103
547	0.3023128555
548	0.3023124358
549	0.302291743
550	0.3022913436
551	0.3022909845
552	0.3022905701
553	0.3022901774
554	0.3022671082
555	0.3022420056
556	0.3022417542
557	0.30222701
558	0.3022197884
559	0.3022192065
560	0.3022032377
561	0.3022029897
562	0.3022024078
563	0.3021885416
564	0.302170535
565	0.3021617089
566	0.3021614642
567	0.3021610708
568	0.3021608543
569	0.302160467
570	0.3020845885
571	0.3020527662
572	0.3020509158
573	0.3020506743
574	0.3020502879
575	0.3020497171
576	0.3020494783
577	0.3020491264
578	0.3020472662
579	0.3020467046
580	0.3020463279
581	0.3020460918
582	0.302039282
583	0.3020387285
584	0.3020384955
585	0.302038265
586	0.302023113
587	0.3020228843
588	0.3020225137
589	0.3020160555
590	0.3020051205
591	0.3020048947
592	0.3020046714
593	0.3020042866
594	0.3020040656
595	0.301990883
596	0.3019905169
597	0.3019896588
598	0.3019894402
599	0.301987752
600	0.3019875357
601	0.3019871765
602	0.3019868221
603	0.3019667102
604	0.3019664963
605	0.3019392039
606	0.3019389927
607	0.3019387836
608	0.3019318535
609	0.3019310106
610	0.3019308037
611	0.301930599
612	0.3019302484
613	0.3019294156
614	0.3019290682
615	0.3019288655
616	0.3019285209
617	0.3019281982
618	0.3019279976
619	0.3019156305
620	0.3019154319
621	0.3019150947
622	0.3019148981
623	0.3019147035
624	0.3018954536
625	0.3018723251
626	0.3018721322
627	0.3018719412
628	0.3018716227
629	0.3018519418
630	0.3018516084
631	0.3018510956
632	0.301850906
633	0.301850578
634	0.3018502541
635	0.3018499117
636	0.3018497239
637	0.301849404
638	0.301849279
639	0.3018490931
640	0.3018487773
641	0.3018484651
642	0.3018338936
643	0.3018337089
644	0.3018333595
645	0.3018325538
646	0.3018324305
647	0.301832092
648	0.301816736
649	0.3018163931
650	0.3018161419
651	0.3018132178
652	0.3018130347
653	0.3018015511
654	0.3017827724
655	0.3017781457
656	0.3017160564
657	0.3017157377
658	0.3017112276
659	0.3017110461
660	0.3017107317
661	0.301710185
662	0.3017093885
663	0.3017027965
664	0.3017020091
665	0.3017018295
666	0.3017015212
667	0.3017007462
668	0.3016943381
669	0.301694033
670	0.3016935466
671	0.3016877639
672	0.3016872913
673	0.3016869914
674	0.3016868136
675	0.3016784289
676	0.3016782532
677	0.3016735937
678	0.3016731959
679	0.301656667
680	0.3016558959
681	0.3016555487
682	0.3016551716
683	0.3016548039
684	0.3016366403
685	0.3016361745
686	0.3016354184
687	0.3016349013
688	0.3016106868
689	0.3016103282
690	0.3016097869
691	0.3016094376
692	0.3016091479
693	0.3016089217
694	0.3016044882
695	0.3015783238
696	0.3015766453
697	0.3015761321
698	0.3015758725
699	0.301574242
700	0.3015739508
701	0.3015736056
702	0.3015734311
703	0.3015604947
704	0.3015599903
705	0.3015595603
706	0.301559067
707	0.3015587681
708	0.3015585451
709	0.301548257
710	0.3015479299
711	0.3015474426
712	0.3015470208
713	0.3015468478
714	0.3015424598
715	0.3015422884
716	0.3015420556
717	0.3015404697
718	0.3015399926
719	0.3015378946
720	0.3015374214
721	0.301529316
722	0.3015291467
723	0.301528963
724	0.3015284959
725	0.3015264674
726	0.3015260637
727	0.3015258805
728	0.3015158172
729	0.3015155897
730	0.3015151873
731	0.3015147896
732	0.3015126481
733	0.3014955929
734	0.3014746272
735	0.3014744006
736	0.3014742341
737	0.3014738516
738	0.3014736867
739	0.301473506
740	0.3014731283
741	0.3014729045
742	0.3014727418
743	0.3014723496
744	0.3014720811
745	0.3014717571
746	0.3014644522
747	0.3014553918
748	0.3014552196
749	0.3014550423
750	0.3014548218
751	0.3014473895
752	0.3014471711
753	0.3014468037
754	0.3014348917
755	0.3014346859
756	0.3014344077
757	0.3014324668
758	0.3014322649
759	0.3014318333
760	0.3014314064
761	0.3014311334
762	0.3014080402
763	0.3014078399
764	0.3013594929
765	0.3013592802
766	0.3013591224
767	0.3013371759
768	0.3013367222
769	0.3013365119
770	0.3013363561
771	0.301334053
772	0.3013338467
773	0.3013336923
774	0.3013334884
775	0.3013328008
776	0.3013326478
777	0.3013322003
778	0.3013320487
779	0.3013316071
780	0.301331417
781	0.3013246805
782	0.3013242439
783	0.301323692
784	0.3013234915
785	0.3013220063
786	0.3013178678
787	0.301316815
788	0.3013090318
789	0.3012923739
790	0.3012922234
791	0.3012907908
792	0.3012894103
793	0.3012892607
794	0.3012890431
795	0.3012836737
796	0.30126961
797	0.3012694615
798	0.3012693144
799	0.3012370298
800	0.3012306874
801	0.3012305417
802	0.3012303269
803	0.3011629919
804	0.3011628473
805	0.3011627039
806	0.3011624045
807	0.3011622054
808	0.3011618332
809	0.301161691
810	0.3011615499
811	0.3011612579
812	0.301161118
813	0.3011609793
814	0.3011607935
815	0.3011039861
816	0.3011038484
817	0.301103603
818	0.3011034091
819	0.3011031756
820	0.3011030389
821	0.3011029033
822	0.3011027688
823	0.3011026354
824	0.3011024451
825	0.3011022055
826	0.3011020188
827	0.3011017828
828	0.3011011149
829	0.3011008816
830	0.3011007194
831	0.3011002502
832	0.3011000788
833	0.3010998585
834	0.3010782687
835	0.3010781367
836	0.3010779598
837	0.301077743
838	0.3010772923
839	0.3010771615
840	0.3010554424
841	0.3010552182
842	0.3010547796
843	0.3010543507
844	0.3010541295
845	0.3010539995
846	0.3010535806
847	0.3010366013
848	0.3010364726
849	0.3010363449
850	0.3010361262
851	0.3010339638
852	0.3009758446
853	0.3009757179
854	0.3009543147
855	0.3009540955
856	0.3009539699
857	0.3009537522
858	0.3009535363
859	0.3009533691
860	0.3009529587
861	0.3009528341
862	0.300952621
863	0.3009523695
864	0.300952158
865	0.3009502143
866	0.3009408799
867	0.3009404776
868	0.300940354
869	0.3008964508
870	0.3008963281
871	0.300896117
872	0.3008959952
873	0.3008669695
874	0.3008668487
875	0.3008666231
876	0.3008593803
877	0.3008592606
878	0.3007952832
879	0.3007950952
880	0.3007949391
881	0.3007945508
882	0.3007852989
883	0.3007851811
884	0.300785064
885	0.300780106
886	0.3007797413
887	0.3007795873
888	0.3007794715
889	0.3007793566
890	0.3007704753
891	0.3007703612
892	0.3007701651
893	0.3007699637
894	0.3007698114
895	0.3007696045
896	0.3007532381
897	0.3007531256
898	0.3007530139
899	0.3007527585
900	0.3007524971
901	0.3007523862
902	0.3007464135
903	0.3007252997
904	0.3007249393
905	0.3007246588
906	0.300724409
907	0.3007083755
908	0.300706522
909	0.300706275
910	0.300697246
911	0.3006971357
912	0.30069693
913	0.3006968201
914	0.300691347
915	0.3006911429
916	0.3006909392
917	0.3006802713
918	0.3006790961
919	0.3006381054
920	0.3005759092
921	0.3005756973
922	0.3005755881
923	0.3005753898
924	0.3005741675
925	0.300574059
926	0.3005738557
927	0.3005736456
928	0.3005735378
929	0.300569872
930	0.3005557841
931	0.3005555588
932	0.3005554513
933	0.3005553445
934	0.3005552385
935	0.3005351232
936	0.300533054
937	0.3005328344
938	0.3005324538
939	0.3005273925
940	0.300527287
941	0.3005271821
942	0.3005270347
943	0.3005264734
944	0.3005263696
945	0.3005261552
946	0.3005260092
947	0.3005259062
948	0.3005194298
949	0.3005148188
950	0.3005146217
951	0.3005144577
952	0.3005143554
953	0.300513981
954	0.3005138793
955	0.3005137166
956	0.3005136156
957	0.300513383
958	0.3005131558
959	0.3005127859
960	0.3005126306
961	0.3004885023
962	0.3004884019
963	0.3004866321
964	0.300470305
965	0.300470205
966	0.3004508622
967	0.3004507628
968	0.3004505952
969	0.3004504964
970	0.3004503531
971	0.3004499822
972	0.3004497129
973	0.3004335651
974	0.3004334229
975	0.3004333158
976	0.3004332181
977	0.3004328521
978	0.3004325134
979	0.3004138902
980	0.3004079855
981	0.3004078445
982	0.3004074867
983	0.3004073899
984	0.3003914761
985	0.30039138
986	0.3003906413
987	0.3003813859
988	0.3003811797
989	0.3003431298
990	0.3002952323
991	0.3002951259
992	0.3002771338
993	0.3002770384
994	0.3002769436
995	0.3002768494
996	0.300276038
997	0.300275913
998	0.300275539
999	0.3002638403
1000	0.300263422
1001	0.3002482678
1002	0.3002480782
1003	0.3002330061
1004	0.3002328535
1005	0.3002326542
1006	0.3002318497
1007	0.3002317561
1008	0.3002316165
1009	0.3002315237
1010	0.300230904
1011	0.3002308117
1012	0.3002306248
1013	0.3002304391
1014	0.3002303334
1015	0.3002255673
1016	0.3002245642
1017	0.3002243669
1018	0.3002242138
1019	0.3002174249
1020	0.3002001319
1021	0.3001998019
1022	0.3001996053
1023	0.3001994668
1024	0.3001993632
1025	0.3001987674
1026	0.3001985695
1027	0.3001984779
1028	0.3001983729
1029	0.3001786689
1030	0.3001785188
1031	0.3001784276
1032	0.3001782788
1033	0.3001781881
1034	0.3001780399
1035	0.3001779352
1036	0.3001776091
1037	0.3001775189
1038	0.3001531113
1039	0.3001529748
1040	0.3001422656
1041	0.3001417937
1042	0.3001417047
1043	0.3001415256
1044	0.3001286444
1045	0.3000841919
1046	0.3000839969
1047	0.3000251232
1048	0.3000118683
1049	0.3000116712
1050	0.3000076183
1051	0.3000072781
1052	0.3000069423
1053	0.2999918998
1054	0.2999873644
1055	0.2999857422
1056	0.2999855665
1057	0.299985478
1058	0.2999850292
1059	0.2999796903
1060	0.2999720138
1061	0.2999719104
1062	0.2999718073
1063	0.2999717195
1064	0.2999696583
1065	0.2999694605
1066	0.2999693733
1067	0.2999692865
1068	0.2999692003
1069	0.2999691145
1070	0.2999614441
1071	0.2999613095
1072	0.2999612243
1073	0.2999434316
1074	0.2999262211
1075	0.2999260693
1076	0.2999259349
1077	0.2999222405
1078	0.2999221384
1079	0.2999219675
1080	0.2999218342
1081	0.2999216642
1082	0.2999214718
1083	0.2999213396
1084	0.2999211482
1085	0.2999003353
1086	0.2999000236
1087	0.299898458
1088	0.2998689921
1089	0.2998689079
1090	0.2998687769
1091	0.2998684514
1092	0.299868015
1093	0.2998675839
1094	0.2998675004
1095	0.2998587631
1096	0.2998541368
1097	0.299853534
1098	0.2998469556
1099	0.2998466675
1100	0.2998456078
1101	0.2998455248
1102	0.2998454232
1103	0.2998453406
1104	0.2998452512
1105	0.2998451694
1106	0.2998450034
1107	0.2998447346
1108	0.2998446532
1109	0.2998445056
1110	0.2998443412
1111	0.2998442378
1112	0.2998441496
1113	0.2998439862
1114	0.2998438576
1115	0.2998433402
1116	0.2998432532
1117	0.299843173
1118	0.2998290076
1119	0.2998286772
1120	0.2998283642
1121	0.2998257138
1122	0.299825396
1123	0.2998252342
1124	0.2998250732
1125	0.2998105085
1126	0.2998103814
1127	0.2998017638
1128	0.2998016374
1129	0.2997955702
1130	0.2997954452
1131	0.2997953445
1132	0.2997843136
1133	0.2997509176
1134	0.299750817
1135	0.2997506468
1136	0.2997505678
1137	0.2997484509
1138	0.2997483724
1139	0.2997480659
1140	0.2997479417
1141	0.2997478638
1142	0.2997477636
1143	0.29972773
1144	0.2997251776
1145	0.2997249161
1146	0.2997248161
1147	0.2997231528
1148	0.2997230987
1149	0.2997229757
1150	0.2997029622
1151	0.2997002966
1152	0.2996978182
1153	0.2996954135
1154	0.2996953361
1155	0.2996952138
1156	0.299695137
1157	0.2996950159
1158	0.2996756954
1159	0.2996712331
1160	0.2996711331
1161	0.2996710567
1162	0.2996556467
1163	0.2996555708
1164	0.29965176
1165	0.2996514537
1166	0.2996513781
1167	0.299647003
1168	0.2996468483
1169	0.2996467488
1170	0.2996466735
1171	0.2996465742
1172	0.2996462871
1173	0.2996429823
1174	0.2996428064
1175	0.299642687
1176	0.2996426125
1177	0.2996423281
1178	0.2996422539
1179	0.2996379755
1180	0.2996378769
1181	0.2996272806
1182	0.2996271823
1183	0.2996221628
1184	0.2996220891
1185	0.299619797
1186	0.2996035658
1187	0.2995634865
1188	0.2995633524
1189	0.2995632852
1190	0.2995631333
1191	0.2995630667
1192	0.2995630007
1193	0.2995629353
1194	0.2995354395
1195	0.299534866
1196	0.2995348012
1197	0.2995342795
1198	0.2995341971
1199	0.2995341154
1200	0.2995339813
1201	0.2995339002
1202	0.2995337488
1203	0.2995315625
1204	0.2995276921
1205	0.2995275422
1206	0.2995244896
1207	0.2995239713
1208	0.2995218536
1209	0.2995213356
1210	0.2995212164
1211	0.2995196026
1212	0.2995066359
1213	0.2995063673
1214	0.2995053328
1215	0.2995052358
1216	0.2995047184
1217	0.2994929303
1218	0.2994927842
1219	0.2994921093
1220	0.2994916926
1221	0.2994915956
1222	0.2994825106
1223	0.2994819972
1224	0.2994735619
1225	0.2994716373
1226	0.2994715221
1227	0.2994714419
1228	0.2994711526
1229	0.2994710731
1230	0.2994502793
1231	0.2994436135
1232	0.2994430999
1233	0.2994426133
1234	0.2994421045
1235	0.2994406637
1236	0.2994045319
1237	0.2994040253
1238	0.2994035185
1239	0.2994034529
1240	0.2993840933
1241	0.2993838418
1242	0.2993836079
1243	0.2993806695
1244	0.2993800024
1245	0.2993672292
1246	0.2993649065
1247	0.2993602358
1248	0.2993479729
1249	0.2993419439
1250	0.2993409066
1251	0.2993381935
1252	0.2993356289
1253	0.2992998658
1254	0.2992993632
1255	0.2992992863
1256	0.2992992192
1257	0.2992805835
1258	0.2992801793
1259	0.2992685229
1260	0.2992616764
1261	0.2992614403
1262	0.2992613778
1263	0.2992608776
1264	0.299240185
1265	0.2992400558
1266	0.2992395669
1267	0.2992393066
1268	0.2992328478
1269	0.2992266101
1270	0.2992250521
1271	0.2992249238
1272	0.2992247208
1273	0.2992238096
1274	0.2992219249
1275	0.2992214951
1276	0.2992213942
1277	0.2992084162
1278	0.2992082348
1279	0.2992080943
1280	0.2991955856
1281	0.299177494
1282	0.2991773641
1283	0.2991712941
1284	0.2991693131
1285	0.299168398
1286	0.2991589217
1287	0.2991587954
1288	0.2991039634
1289	0.2991038247
1290	0.299099767
1291	0.2990993639
1292	0.2990908066
1293	0.2990902444
1294	0.2990893529
1295	0.299080048
1296	0.2990799117
1297	0.2990796784
1298	0.2990647159
1299	0.299063746
1300	0.2990628719
1301	0.2990627205
1302	0.2990622244
1303	0.2990616758
1304	0.2990425652
1305	0.2990419146
1306	0.2990393126
1307	0.299038838
1308	0.2990326852
1309	0.2990241419
1310	0.2990240678
1311	0.2990236746
1312	0.2990235409
1313	0.2990214893
1314	0.2990213821
1315	0.2990213091
1316	0.299013939
1317	0.299013446
1318	0.2989929386
1319	0.2989924483
1320	0.2989922469
1321	0.298971425
1322	0.2989186794
1323	0.2989182535
1324	0.2989177649
1325	0.2989176086
1326	0.2988817737
1327	0.2988813865
1328	0.2988675089
1329	0.2988594961
1330	0.2988593699
1331	0.2988592442
1332	0.2988591746
1333	0.298857905
1334	0.2988578165
1335	0.2988551478
1336	0.2988546822
1337	0.2988545402
1338	0.2988540547
1339	0.2988535865
1340	0.2988527391
1341	0.2988391791
1342	0.2988389566
1343	0.29883876
1344	0.2988381134
1345	0.2988378956
1346	0.2988374071
1347	0.2988368613
1348	0.2988367935
1349	0.2988366642
1350	0.2988360217
1351	0.2988356427
1352	0.2988355141
1353	0.2988353757
1354	0.2988296031
1355	0.2988294943
1356	0.2988177433
1357	0.2988176159
1358	0.2988173613
1359	0.2988167248
1360	0.2988165998
1361	0.2988107878
1362	0.2988105809
1363	0.2987979205
1364	0.2987935579
1365	0.298792135
1366	0.2987920086
1367	0.2987863702
1368	0.2987807207
1369	0.2987803492
1370	0.2987799354
1371	0.2987798451
1372	0.298779029
1373	0.2987789049
1374	0.2987787811
1375	0.2987776666
1376	0.2987773438
1377	0.2987753304
1378	0.2987629919
1379	0.2987618871
1380	0.2987617802
1381	0.2987611487
1382	0.2987610089
1383	0.2987609311
1384	0.298760392
1385	0.2987602684
1386	0.2987591774
1387	0.2987590457
1388	0.2987589811
1389	0.2987579038
1390	0.2987540009
1391	0.2987537619
1392	0.2987536863
1393	0.2987534405
1394	0.2987496117
1395	0.2987492732
1396	0.2987488993
1397	0.2987483632
1398	0.2987482401
1399	0.2987481655
1400	0.2987315066
1401	0.2987300699
1402	0.2987298944
1403	0.2987138453
1404	0.2986833398
1405	0.2986587364
1406	0.2986532438
1407	0.298653057
1408	0.2986525231
1409	0.2986524497
1410	0.2986519181
1411	0.2986514485
1412	0.2986381842
1413	0.2986381226
1414	0.2986379995
1415	0.2986374729
1416	0.2986321335
1417	0.2986320108
1418	0.2986319233
1419	0.2986317301
1420	0.2986313975
1421	0.2986313372
1422	0.2986261587
1423	0.2986260585
1424	0.2986257261
1425	0.2986181116
1426	0.2986179894
1427	0.2986179005
1428	0.298617709
1429	0.2986027013
1430	0.298602629
1431	0.2986024433
1432	0.2986023843
1433	0.2986022959
1434	0.2986011856
1435	0.298600961
1436	0.2985879767
1437	0.2985877792
1438	0.2985373702
1439	0.2985372993
1440	0.298536984
1441	0.2985363537
1442	0.2985351162
1443	0.2985350455
1444	0.2985349872
1445	0.2985314771
1446	0.2985304535
1447	0.2985303826
1448	0.2985302891
1449	0.2985302318
1450	0.2985297684
1451	0.2985247223
1452	0.2985236966
1453	0.2985232527
1454	0.2985231337
1455	0.2985013889
1456	0.2984997744
1457	0.2984996551
1458	0.2984869409
1459	0.2984868495
1460	0.2984737135
1461	0.2984735336
1462	0.2984734375
1463	0.2984600598
1464	0.298459965
1465	0.298459871
1466	0.2984597894
1467	0.2984597205
1468	0.298459544
1469	0.298458958
1470	0.2984588703
1471	0.2984587769
1472	0.2984587226
1473	0.298454981
1474	0.2984480787
1475	0.2984479612
1476	0.2984417379
1477	0.2984416212
1478	0.2984415667
1479	0.2984413519
1480	0.2984361864
1481	0.2984360939
1482	0.2984358735
1483	0.2984357135
1484	0.2984355975
1485	0.2984351537
1486	0.2984242019
1487	0.298424106
1488	0.298419096
1489	0.2984190295
1490	0.2984067137
1491	0.298406595
1492	0.2984056531
1493	0.2984053471
1494	0.2984051681
1495	0.2984019581
1496	0.2984018398
1497	0.2984017328
1498	0.298401667
1499	0.2983785197
1500	0.2983784543
1501	0.2983783892
1502	0.2983783245
1503	0.2983782047
1504	0.2983781523
1505	0.2983691774
1506	0.2983690858
1507	0.298369034
1508	0.2983548485
1509	0.2983511786
1510	0.2983199916
1511	0.298319926
1512	0.2983198608
