iter	RMSE
2855	0.2942393616
2856	0.2942392997
2857	0.294224361
2858	0.2942192307
2859	0.2942189792
2860	0.2942187356
2861	0.2942146352
2862	0.294213995
2863	0.2942130479
2864	0.2942103578
2865	0.2942094297
2866	0.2942088041
2867	0.2942086918
2868	0.2942046164
2869	0.2942007213
2870	0.2942006948
2871	0.2942006919
2872	0.2941997792
2873	0.2941997763
2874	0.2941997193
2875	0.2941995458
2876	0.294198709
2877	0.294198647
2878	0.2941986208
2879	0.2941981803
2880	0.2941981542
2881	0.2941977172
2882	0.2941976912
2883	0.2941936216
2884	0.2941934939
2885	0.2941934681
2886	0.2941804556
2887	0.2941761698
2888	0.2941761376
2889	0.2941754596
2890	0.2941736277
2891	0.2941672738
2892	0.294167199
2893	0.2941577632
2894	0.2941512935
2895	0.2941509629
2896	0.294150332
2897	0.29415027
2898	0.2941501796
2899	0.2941470369
2900	0.2941470111
2901	0.2941412967
2902	0.2941393613
2903	0.2941348838
2904	0.2941318829
2905	0.2941318574
2906	0.2941316174
2907	0.2941315432
2908	0.2941259771
2909	0.2941257307
2910	0.2941256694
2911	0.2941255661
2912	0.2941255578
2913	0.294125239
2914	0.2941252076
2915	0.2941251822
2916	0.2941216245
2917	0.2941176426
2918	0.294117486
2919	0.2941171747
2920	0.294116744
2921	0.2941150077
2922	0.2941147895
2923	0.2941145466
2924	0.2941138661
2925	0.2941131569
2926	0.2941106233
2927	0.2940843437
2928	0.2940834541
2929	0.2940834248
2930	0.2940833549
2931	0.2940816158
2932	0.2940811936
2933	0.2940811681
2934	0.2940810865
2935	0.2940810612
2936	0.2940803764
2937	0.2940802134
2938	0.2940801882
2939	0.294067419
2940	0.294067201
2941	0.2940669831
2942	0.2940653382
2943	0.294064919
2944	0.2940645029
2945	0.2940508268
2946	0.2940453135
2947	0.2940331328
2948	0.2940319857
2949	0.2940315753
2950	0.2940259227
2951	0.294025715
2952	0.2940244213
2953	0.2940223975
2954	0.2940220975
2955	0.2940217872
2956	0.2940201444
2957	0.2940198423
2958	0.2940196252
2959	0.2940195939
2960	0.2940141747
2961	0.2940138686
2962	0.2940132485
2963	0.2940003661
2964	0.2940002113
2965	0.2939990072
2966	0.2939986844
2967	0.2939973274
2968	0.2939962121
2969	0.2939961396
2970	0.2939961049
2971	0.2939954476
2972	0.2939886283
2973	0.2939882175
2974	0.293973336
2975	0.2939682383
2976	0.2939662077
2977	0.2939661995
2978	0.2939658821
2979	0.2939654122
2980	0.2939634368
2981	0.2939602013
2982	0.2939581967
2983	0.2939580508
2984	0.2939458334
2985	0.2939435891
2986	0.2939434472
2987	0.2939404063
2988	0.2939402657
2989	0.2939401285
2990	0.2939386551
2991	0.2939320555
2992	0.2939318379
2993	0.2939316222
2994	0.2939189538
2995	0.2939180912
2996	0.2939180665
2997	0.2939117614
2998	0.2939115489
2999	0.2939066981
3000	0.2939062351
3001	0.2939062106
3002	0.2939056023
3003	0.2939055779
3004	0.2939046019
3005	0.2939043882
3006	0.293904248
3007	0.2938796098
3008	0.2938795856
3009	0.2938794351
3010	0.2938790257
3011	0.2938788865
3012	0.2938658463
3013	0.2938533291
3014	0.2938531734
3015	0.2938508921
3016	0.2938498187
3017	0.2938449217
3018	0.2938442437
3019	0.2938405329
3020	0.2938281399
3021	0.2938281157
3022	0.2938254478
3023	0.2938228603
3024	0.293822524
3025	0.2938224936
3026	0.2938224293
3027	0.2938211766
3028	0.2938174578
3029	0.2938172379
3030	0.2938132243
3031	0.2938131627
3032	0.2938105674
3033	0.2938017119
3034	0.2938002219
3035	0.2937962655
3036	0.2937960316
3037	0.2937911052
3038	0.2937910246
3039	0.2937908132
3040	0.293790507
3041	0.2937880396
3042	0.2937874329
3043	0.2937853035
3044	0.2937850937
3045	0.2937849104
3046	0.2937841003
3047	0.2937828645
3048	0.293782715
3049	0.2937826867
3050	0.2937820774
3051	0.2937817425
3052	0.2937593203
3053	0.2937592966
3054	0.2937590954
3055	0.2937567278
3056	0.2937482533
3057	0.2937481058
3058	0.2937480768
3059	0.2937384226
3060	0.2937372072
3061	0.2937371837
3062	0.293735623
3063	0.2937348754
3064	0.2937340533
3065	0.2937338394
3066	0.2937207996
3067	0.2937197656
3068	0.2937183766
3069	0.2937183466
3070	0.2937181392
3071	0.2937177892
3072	0.2937177274
3073	0.2937170466
3074	0.2937098983
3075	0.2936887669
3076	0.293688576
3077	0.2936871755
3078	0.2936871276
3079	0.2936861468
3080	0.2936860841
3081	0.2936860083
3082	0.2936801027
3083	0.2936797063
3084	0.293679683
3085	0.2936796599
3086	0.2936795068
3087	0.2936794838
3088	0.2936612663
3089	0.2936611984
3090	0.2936537326
3091	0.2936537097
3092	0.2936521733
3093	0.2936511052
3094	0.2936510337
3095	0.2936487431
3096	0.2936487205
3097	0.2936478819
3098	0.2936478594
3099	0.2936474593
3100	0.2936474369
3101	0.2936474146
3102	0.2936471032
3103	0.2936424244
3104	0.2936422156
3105	0.2936421619
3106	0.2936421006
3107	0.2936420294
3108	0.2936420072
3109	0.2936419251
3110	0.2936417872
3111	0.2936402994
3112	0.293639974
3113	0.2936397683
3114	0.2936328942
3115	0.2936316351
3116	0.2936314908
3117	0.2936314623
3118	0.2936314402
3119	0.2936314182
3120	0.2936304988
3121	0.2936293187
3122	0.2936012873
3123	0.2936001652
3124	0.2935989541
3125	0.2935981028
3126	0.2935974488
3127	0.2935974269
3128	0.2935974051
3129	0.2935924096
3130	0.2935824107
3131	0.2935809619
3132	0.29358094
3133	0.2935382768
3134	0.2935382549
3135	0.2935382331
3136	0.2935337782
3137	0.2935317377
3138	0.2935317159
3139	0.2935316538
3140	0.2935310054
3141	0.2935262851
3142	0.2935251327
3143	0.2935250188
3144	0.2935240045
3145	0.2935197463
3146	0.2935169294
3147	0.2935107826
3148	0.2935106516
3149	0.2935103352
3150	0.2935103136
3151	0.2935088328
3152	0.293507944
3153	0.2935018543
3154	0.2935009624
3155	0.2935008314
3156	0.2935007696
3157	0.2935000376
3158	0.2934978298
3159	0.2934931496
3160	0.2934927623
3161	0.2934883827
3162	0.2934873861
3163	0.293483817
3164	0.2934836154
3165	0.2934797694
3166	0.2934795743
3167	0.2934781346
3168	0.2934781133
3169	0.2934780921
3170	0.2934767055
3171	0.293475394
3172	0.2934744569
3173	0.293469967
3174	0.2934688741
3175	0.2934687979
3176	0.293468595
3177	0.2934681196
3178	0.2934619894
3179	0.2934619053
3180	0.2934618843
3181	0.2934614214
3182	0.2934600008
3183	0.2934593775
3184	0.2934569332
3185	0.2934526198
3186	0.2934525989
3187	0.2934525181
3188	0.2934496681
3189	0.2934496473
3190	0.2934483881
3191	0.2934368997
3192	0.2934355413
3193	0.2934267802
3194	0.2934264707
3195	0.29342645
3196	0.2934264294
3197	0.2934250282
3198	0.2934241869
3199	0.2934024368
3200	0.293398433
3201	0.2933760422
3202	0.2933758416
3203	0.2933755235
3204	0.2933753939
3205	0.293370455
3206	0.293369126
3207	0.2933678222
3208	0.2933635408
3209	0.2933629308
3210	0.293362849
3211	0.2933621528
3212	0.2933620728
3213	0.2933536192
3214	0.2933535987
3215	0.2933530233
3216	0.2933530029
3217	0.2933529254
3218	0.2933497573
3219	0.2933490481
3220	0.2933484284
3221	0.2933290645
3222	0.2933281888
3223	0.293327879
3224	0.2933266123
3225	0.2933264721
3226	0.2933264517
3227	0.2933264314
3228	0.2933244988
3229	0.2933244357
3230	0.2933225944
3231	0.2933192221
3232	0.2933189246
3233	0.2933185032
3234	0.2933183748
3235	0.2933003505
3236	0.2933002224
3237	0.2933002023
3238	0.2932993724
3239	0.2932929507
3240	0.2932928487
3241	0.2932925399
3242	0.2932923985
3243	0.2932922613
3244	0.2932855597
3245	0.2932844759
3246	0.2932726156
3247	0.293270771
3248	0.2932675174
3249	0.2932673907
3250	0.2932672648
3251	0.293266028
3252	0.2932658304
3253	0.2932655416
3254	0.2932643277
3255	0.2932640284
3256	0.2932623262
3257	0.2932608792
3258	0.2932581694
3259	0.2932569839
3260	0.293239752
3261	0.2932396268
3262	0.2932384627
3263	0.2932362503
3264	0.2932361695
3265	0.2932267592
3266	0.2932259922
3267	0.2932108145
3268	0.2932101531
3269	0.2932100263
3270	0.2932098001
3271	0.2932097797
3272	0.2932090205
3273	0.2932083738
3274	0.2932048566
3275	0.2932043486
3276	0.2932037131
3277	0.2931999535
3278	0.2931999332
3279	0.2931987869
3280	0.2931973368
3281	0.2931973167
3282	0.2931971924
3283	0.2931934867
3284	0.2931929648
3285	0.2931918388
3286	0.2931900856
3287	0.2931900655
3288	0.2931782926
3289	0.2931771883
3290	0.2931769741
3291	0.2931744871
3292	0.2931738652
3293	0.2931732535
3294	0.2931725031
3295	0.2931661876
3296	0.293166115
3297	0.2931652618
3298	0.2931559596
3299	0.293155337
3300	0.2931553169
3301	0.2931545912
3302	0.2931540529
3303	0.2931533417
3304	0.2931531573
3305	0.2931523321
3306	0.2931518051
3307	0.2931517002
3308	0.2931516802
3309	0.2931407981
3310	0.2931404954
3311	0.2931389479
3312	0.2931389279
3313	0.2931389081
3314	0.293138393
3315	0.2931369799
3316	0.2931368813
3317	0.2931347504
3318	0.2931344483
3319	0.2931344286
3320	0.2931342355
3321	0.2931328273
3322	0.2931327054
3323	0.2931326858
3324	0.2931324949
3325	0.2931324754
3326	0.2931323542
3327	0.2931320995
3328	0.2931320801
3329	0.293123423
3330	0.2931202632
3331	0.2931067767
3332	0.2931011952
3333	0.2930931734
3334	0.2930781959
3335	0.2930778963
3336	0.2930621882
3337	0.2930616087
3338	0.2930615892
3339	0.2930614878
3340	0.2930611909
3341	0.2930611714
3342	0.293061152
3343	0.2930611328
3344	0.2930596744
3345	0.2930566472
3346	0.293055142
3347	0.2930550784
3348	0.2930543995
3349	0.2930543805
3350	0.2930542802
3351	0.2930539857
3352	0.2930539669
3353	0.2930536741
3354	0.2930535753
3355	0.2930518878
3356	0.2930512889
3357	0.2930509995
3358	0.2930507118
3359	0.2930504257
3360	0.2930493342
3361	0.2930493155
3362	0.2930440773
3363	0.2930435615
3364	0.293024943
3365	0.2930241453
3366	0.2930234819
3367	0.2930032234
3368	0.2930026828
3369	0.2929998031
3370	0.2929982087
3371	0.2929951662
3372	0.2929951476
3373	0.2929845341
3374	0.2929837704
3375	0.2929750512
3376	0.2929745391
3377	0.2929745204
3378	0.2929673932
3379	0.2929652903
3380	0.2929552461
3381	0.2929552278
3382	0.2929548011
3383	0.2929511709
3384	0.2929462149
3385	0.2929461748
3386	0.2929430752
3387	0.2929425803
3388	0.2929417674
3389	0.2929416707
3390	0.292940009
3391	0.2929394648
3392	0.2929383595
3393	0.2929383331
3394	0.2929375536
3395	0.2929375355
3396	0.2929375175
3397	0.2929370904
3398	0.2929267933
3399	0.292926655
3400	0.2929263681
3401	0.2929256241
3402	0.2929250998
3403	0.2929152913
3404	0.2929152734
3405	0.2929151769
3406	0.2929144652
3407	0.2929141794
3408	0.2929104693
3409	0.292908842
3410	0.2929058539
3411	0.2929058362
3412	0.2929058186
3413	0.2929052594
3414	0.2929051956
3415	0.2929042148
3416	0.2928882699
3417	0.2928881762
3418	0.2928870863
3419	0.2928868061
3420	0.2928865276
3421	0.2928864351
3422	0.292884512
3423	0.2928844946
3424	0.2928839851
3425	0.2928825951
3426	0.2928494635
3427	0.2928489117
3428	0.2928488942
3429	0.2928478343
3430	0.2928417494
3431	0.2928401462
3432	0.2928396496
3433	0.2928329035
3434	0.2928318623
3435	0.2928318064
3436	0.2928244436
3437	0.2928244264
3438	0.2928239401
3439	0.2928035019
3440	0.2928024782
3441	0.2928022255
3442	0.2927993293
3443	0.2927990243
3444	0.2927909214
3445	0.2927899124
3446	0.2927898864
3447	0.292786297
3448	0.2927862799
3449	0.2927862628
3450	0.2927806395
3451	0.2927709927
3452	0.2927708533
3453	0.2927542199
3454	0.2927539437
3455	0.2927539269
3456	0.2927533808
3457	0.2927533642
3458	0.2927499578
3459	0.2927100941
3460	0.2927022464
3461	0.2927009869
3462	0.2927008487
3463	0.2927001774
3464	0.2927001606
3465	0.2926985837
3466	0.292698567
3467	0.2926984775
3468	0.2926893237
3469	0.2926859208
3470	0.2926859042
3471	0.2926798646
3472	0.292679325
3473	0.2926692834
3474	0.292669257
3475	0.2926623793
3476	0.2926619785
3477	0.292661962
3478	0.292658759
3479	0.2926587047
3480	0.2926577426
3481	0.2926491968
3482	0.2926456791
3483	0.2926455442
3484	0.2926432172
3485	0.292641242
3486	0.2926355355
3487	0.2926350431
3488	0.2926350267
3489	0.2926316238
3490	0.2926163015
3491	0.2926125544
3492	0.2926120134
3493	0.292606046
3494	0.2926057365
3495	0.2926002729
3496	0.2925941754
3497	0.2925822471
3498	0.292581794
3499	0.2925814736
3500	0.2925814572
3501	0.2925805878
3502	0.2925801483
3503	0.2925737948
3504	0.2925737785
3505	0.2925624405
3506	0.2925624304
3507	0.2925587937
3508	0.2925586909
3509	0.292558231
3510	0.2925562214
3511	0.2925544179
3512	0.2925334942
3513	0.2925334287
3514	0.2925318874
3515	0.2925314502
3516	0.2925309863
3517	0.2925309702
3518	0.2925306865
3519	0.2925271487
3520	0.292515924
3521	0.2925145345
3522	0.2925137182
3523	0.2925128662
3524	0.292512614
3525	0.292508257
3526	0.292504044
3527	0.2925037489
3528	0.2924938113
3529	0.2924818985
3530	0.2924799683
3531	0.2924781131
3532	0.2924777128
3533	0.2924776966
3534	0.2924758636
3535	0.2924726557
3536	0.2924659012
3537	0.2924627541
3538	0.2924625102
3539	0.2924615501
3540	0.292461337
3541	0.2924613262
3542	0.2924612367
3543	0.2924497065
3544	0.2924447543
3545	0.2924298317
3546	0.2924298158
3547	0.2924298056
3548	0.2924297899
3549	0.2924191397
3550	0.2924186424
3551	0.2924140146
3552	0.2924139591
3553	0.2924138174
3554	0.2924027966
3555	0.2924025174
3556	0.2923984284
3557	0.2923983554
3558	0.2923983001
3559	0.292397248
3560	0.292397232
3561	0.292383639
3562	0.2923835346
3563	0.292382568
3564	0.292380633
3565	0.2923788901
3566	0.2923761768
3567	0.2923761121
3568	0.2923722761
3569	0.2923574356
3570	0.2923501168
3571	0.292350101
3572	0.292349542
3573	0.292349512
3574	0.292347596
3575	0.2923447741
3576	0.2923350347
3577	0.2923344895
3578	0.2923344739
3579	0.2923344584
3580	0.2923333219
3581	0.2923327894
3582	0.292332774
3583	0.2923327587
3584	0.2923323403
3585	0.2923319443
3586	0.2923318746
3587	0.2923288931
3588	0.2923150834
3589	0.2923105723
3590	0.2923104698
3591	0.2923074774
3592	0.292307088
3593	0.2923067718
3594	0.2923016221
3595	0.2923016074
3596	0.2923001832
3597	0.2922968125
3598	0.2922850978
3599	0.2922846376
3600	0.2922844957
3601	0.2922834704
3602	0.2922831006
3603	0.2922830367
3604	0.2922827801
3605	0.2922822795
3606	0.2922820054
3607	0.2922819732
3608	0.2922785254
3609	0.2922779798
3610	0.2922748021
3611	0.2922704377
3612	0.2922695085
3613	0.2922691472
3614	0.2922642227
3615	0.2922592437
3616	0.2922587088
3617	0.2922485133
3618	0.2922476967
3619	0.2922474805
3620	0.2922471237
3621	0.2922199711
3622	0.2922198207
3623	0.2922184532
3624	0.2922175244
3625	0.2922087291
3626	0.2922054886
3627	0.2922007442
3628	0.2921984028
3629	0.2921843195
3630	0.2921820373
3631	0.2921798132
3632	0.2921762029
3633	0.292176189
3634	0.2921758374
3635	0.2921756036
3636	0.2921752888
3637	0.2921752236
3638	0.292174701
3639	0.2921673523
3640	0.2921672802
3641	0.2921670201
3642	0.2921662213
3643	0.2921583384
3644	0.2921583283
3645	0.2921561608
3646	0.2921434503
3647	0.2921051508
3648	0.2921040726
3649	0.2920952673
3650	0.2920947502
3651	0.2920863279
3652	0.2920809577
3653	0.2920804488
3654	0.2920749091
3655	0.2920689
3656	0.2920685728
3657	0.2920681883
3658	0.2920622333
3659	0.2920621012
3660	0.292062005
3661	0.2920593941
3662	0.2920549353
3663	0.2920526739
3664	0.2920521905
3665	0.292052098
3666	0.2920516252
3667	0.2920507174
3668	0.2920463006
3669	0.2920459903
3670	0.2920449692
3671	0.2920432176
3672	0.2920414577
3673	0.2920409472
3674	0.2920379521
3675	0.2920376871
3676	0.2920375955
3677	0.2920365166
3678	0.2920284399
3679	0.2920105212
3680	0.2920091193
3681	0.2920090596
3682	0.2920090009
3683	0.2920086974
3684	0.2920084021
3685	0.292007065
3686	0.2920065636
3687	0.2920064228
3688	0.2920048837
3689	0.2920041103
3690	0.2919924421
3691	0.2919923775
3692	0.2919921821
3693	0.2919920502
3694	0.291991158
3695	0.2919894679
3696	0.2919853353
3697	0.2919851906
3698	0.2919840907
3699	0.2919838602
3700	0.2919823378
3701	0.2919820244
3702	0.2919614014
3703	0.2919604427
3704	0.2919567035
3705	0.2919558024
3706	0.2919557696
3707	0.2919550201
3708	0.2919378354
3709	0.2919331149
3710	0.2919329726
3711	0.291927281
3712	0.2919267875
3713	0.2919267738
3714	0.2919262865
3715	0.2919260285
3716	0.2919257095
3717	0.2919252283
3718	0.291924592
3719	0.291921228
3720	0.2919208654
3721	0.2919203533
3722	0.2919201033
3723	0.2919161037
3724	0.2919159017
3725	0.2919158293
3726	0.2919151333
3727	0.2919149071
3728	0.2919148517
3729	0.2919018962
3730	0.2918874081
3731	0.2918733907
3732	0.2918731138
3733	0.2918730231
3734	0.2918725195
3735	0.2918722534
3736	0.2918719595
3737	0.2918638618
3738	0.2918636703
3739	0.2918396202
3740	0.2918393591
3741	0.2918390961
3742	0.2918386113
3743	0.2918348268
3744	0.2918339654
3745	0.2918331211
3746	0.2918326723
3747	0.2918287911
3748	0.2918287193
3749	0.2918278922
3750	0.2918276683
3751	0.2918267089
3752	0.2918248697
3753	0.2918220337
3754	0.2918219623
3755	0.2918131554
3756	0.2917983823
3757	0.2917980235
3758	0.2917977218
3759	0.2917975979
3760	0.2917974593
3761	0.2917963867
3762	0.2917941801
3763	0.2917859741
3764	0.2917857365
3765	0.291785014
3766	0.2917847593
3767	0.2917843498
3768	0.291784238
3769	0.2917842051
3770	0.2917704586
3771	0.2917525473
3772	0.2917499709
3773	0.2917498339
3774	0.291748936
3775	0.2917288247
3776	0.2917285893
3777	0.2917282947
3778	0.2917099279
3779	0.2917098701
3780	0.291708189
3781	0.2917039855
3782	0.2917039077
3783	0.2917036136
3784	0.2917033952
3785	0.2917029212
3786	0.2917025225
3787	0.2917007844
3788	0.2916995239
3789	0.2916992288
3790	0.2916991136
3791	0.2916847256
3792	0.2916846309
3793	0.2916845169
3794	0.2916818628
3795	0.2916815154
3796	0.2916808603
3797	0.2916807894
3798	0.2916805937
3799	0.2916713561
3800	0.2916688404
3801	0.2916647544
3802	0.291660179
3803	0.2916597111
3804	0.2916594988
3805	0.2916557412
3806	0.2916451786
3807	0.2916449511
3808	0.2916447399
3809	0.2916445561
3810	0.291643494
3811	0.2916427409
3812	0.2916285255
3813	0.291621515
3814	0.2916130583
3815	0.291602946
3816	0.2915774196
3817	0.2915729938
3818	0.291572805
3819	0.2915711015
3820	0.2915708926
3821	0.2915553644
3822	0.2915549444
3823	0.2915543637
3824	0.2915541701
3825	0.2915481983
3826	0.2915335799
3827	0.2915333921
3828	0.2915331167
3829	0.2915230505
3830	0.2915227687
3831	0.2915214523
3832	0.2914866107
3833	0.2914802474
3834	0.2914801573
3835	0.2914800555
3836	0.2914791724
3837	0.2914693324
3838	0.2914690936
3839	0.2914506911
3840	0.2914505042
3841	0.2914497109
3842	0.2914490066
3843	0.2914486488
3844	0.2914484104
3845	0.2914481662
3846	0.2914437609
3847	0.2914412866
3848	0.2914379824
3849	0.2914355395
3850	0.2914312898
3851	0.2914309521
3852	0.2914176612
3853	0.2914166673
3854	0.2914164603
3855	0.2914162204
3856	0.291413914
3857	0.2914138996
3858	0.2914114299
3859	0.2914103971
3860	0.2914095258
3861	0.2914058006
3862	0.2914056169
3863	0.2913998774
3864	0.2913985619
3865	0.2913985472
3866	0.2913985345
3867	0.2913977446
3868	0.2913963451
3869	0.2913953248
3870	0.2913940935
3871	0.2913939119
3872	0.2913934546
3873	0.2913798228
3874	0.2913797671
3875	0.2913795868
3876	0.2913787878
3877	0.2913783401
3878	0.2913687404
3879	0.291368729
3880	0.2913677955
3881	0.2913668995
3882	0.2913666264
3883	0.2913625166
3884	0.2913622792
3885	0.2913613444
3886	0.2913611663
3887	0.2913603832
3888	0.2913602508
3889	0.291359982
3890	0.2913598918
3891	0.2913594106
3892	0.2913586422
3893	0.2913583128
3894	0.2913582824
3895	0.2913551924
3896	0.291355177
3897	0.2913543204
3898	0.2913534584
3899	0.2913533387
3900	0.2913532576
3901	0.2913523154
3902	0.2913519637
3903	0.291351835
3904	0.2913515663
3905	0.291345632
3906	0.2913425176
3907	0.2913423992
3908	0.2913423639
3909	0.2913404573
3910	0.2913402232
3911	0.2913389284
3912	0.2913388423
3913	0.2913386102
3914	0.2913385986
3915	0.2913377651
3916	0.2913221863
3917	0.2913220978
3918	0.2913160745
3919	0.2913160423
3920	0.2913157906
3921	0.2913142048
3922	0.2913130671
3923	0.2913118842
3924	0.2913069246
3925	0.2913063874
3926	0.2913059461
3927	0.2912981826
3928	0.2912981689
3929	0.2912915571
3930	0.291291164
3931	0.291287206
3932	0.2912712996
3933	0.2912586392
3934	0.2912585404
3935	0.2912581021
3936	0.2912574102
3937	0.291257225
3938	0.2912569034
3939	0.2912405459
3940	0.2912288265
3941	0.2912262723
3942	0.291226196
3943	0.291225756
3944	0.2912256753
3945	0.2912253556
3946	0.2912231087
3947	0.2912228595
3948	0.2912213292
3949	0.2912201287
3950	0.2911963489
3951	0.2911926478
3952	0.2911830536
3953	0.2911700665
3954	0.2911621793
3955	0.2911619123
3956	0.291161684
3957	0.2911539798
3958	0.2911532378
3959	0.2911301533
3960	0.2911269154
3961	0.2911256605
3962	0.2911252334
3963	0.2911249162
3964	0.2911246027
3965	0.2911243463
3966	0.2911241182
3967	0.2911204696
3968	0.2911202441
3969	0.2911194014
3970	0.2911186605
3971	0.2911116213
3972	0.2911081017
3973	0.2911078396
3974	0.2911063125
3975	0.2911060672
3976	0.2911055885
3977	0.2911029507
3978	0.2911021207
3979	0.2911018983
3980	0.2910995503
3981	0.2910994422
3982	0.2910991904
3983	0.2910974033
3984	0.2910956747
3985	0.2910900053
3986	0.2910891202
3987	0.2910829299
3988	0.291082917
3989	0.2910827418
3990	0.291080265
3991	0.2910792547
3992	0.291077939
3993	0.291070841
3994	0.2910640661
3995	0.2910632001
3996	0.2910588422
3997	0.2910573744
3998	0.291057196
3999	0.2910569759
4000	0.2910566634
4001	0.291055887
4002	0.2910551435
4003	0.2910550986
4004	0.291054375
4005	0.2910542079
4006	0.2910540744
4007	0.2910537662
4008	0.2910527291
4009	0.2910475009
4010	0.2910466568
4011	0.2910432635
4012	0.2910399874
4013	0.2910374259
4014	0.2910328472
4015	0.2910325335
4016	0.2910323679
4017	0.2910285334
4018	0.2910212371
4019	0.2910210211
4020	0.291020651
4021	0.2910196126
4022	0.291017766
4023	0.2910176632
4024	0.2910175566
4025	0.2910172022
4026	0.2910129291
4027	0.2910117793
4028	0.2910110094
4029	0.291003921
4030	0.2909982875
4031	0.2909977691
4032	0.2909972741
4033	0.2909936769
4034	0.2909932657
4035	0.2909931059
4036	0.2909929936
4037	0.2909816887
4038	0.2909808868
4039	0.2909790709
4040	0.2909785966
4041	0.290977848
4042	0.2909775845
4043	0.2909773719
4044	0.290977285
4045	0.2909549598
4046	0.2909402954
4047	0.2909390289
4048	0.2909325962
4049	0.2909197461
4050	0.2909195381
4051	0.2909014725
4052	0.2909013828
4053	0.2908926799
4054	0.2908891226
4055	0.290889025
4056	0.2908830556
4057	0.290880965
4058	0.2908807591
4059	0.2908806059
4060	0.2908736969
4061	0.290872943
4062	0.2908726263
4063	0.2908723135
4064	0.2908718517
4065	0.2908613798
4066	0.2908609623
4067	0.2908553803
4068	0.2908551261
4069	0.2908550292
4070	0.2908545751
4071	0.2908543729
4072	0.2908536617
4073	0.2908461328
4074	0.2908459114
4075	0.2908354695
4076	0.2908352684
4077	0.2908349617
4078	0.2908347623
4079	0.290827247
4080	0.2908240654
4081	0.2908234722
4082	0.2908193522
4083	0.2908188774
4084	0.2908161755
4085	0.2908157053
4086	0.290811177
4087	0.2908107269
4088	0.2908073196
4089	0.2908043845
4090	0.290803784
4091	0.2908032099
4092	0.2908030866
4093	0.2907989852
4094	0.2907971612
4095	0.2907970389
4096	0.2907845209
4097	0.2907832908
4098	0.29078316
4099	0.2907777845
4100	0.2907776631
4101	0.290777269
4102	0.2907765394
4103	0.2907758057
4104	0.290775064
4105	0.290759226
4106	0.2907590763
4107	0.2907516491
4108	0.2907502055
4109	0.2907490034
4110	0.2907300943
4111	0.2907294191
4112	0.2907204127
4113	0.2907028001
4114	0.2907019789
4115	0.2906939397
4116	0.2906932392
4117	0.290693192
4118	0.2906912003
4119	0.2906909783
4120	0.2906897981
4121	0.2906895255
4122	0.290685073
4123	0.2906844026
4124	0.2906840139
4125	0.2906813758
4126	0.2906812562
4127	0.2906807691
4128	0.2906800472
4129	0.2906762088
4130	0.2906755027
4131	0.2906726203
4132	0.2906721227
4133	0.2906716679
4134	0.2906712177
4135	0.2906670285
4136	0.2906669193
4137	0.2906668303
4138	0.2906663845
4139	0.2906648536
4140	0.2906595053
4141	0.2906594168
4142	0.290647427
4143	0.2906466618
4144	0.2906465863
4145	0.2906464979
4146	0.2906464103
4147	0.2906419576
4148	0.2906408475
4149	0.2906314019
4150	0.2906299566
4151	0.2906285639
4152	0.2906255921
4153	0.2906252976
4154	0.290624931
4155	0.2906177591
4156	0.2906163791
4157	0.2906152914
4158	0.2906152052
4159	0.2906149645
4160	0.2906081129
4161	0.2905985356
4162	0.2905969749
4163	0.2905961744
4164	0.29059269
4165	0.2905926199
4166	0.2905925738
4167	0.2905918322
4168	0.2905792794
4169	0.2905789805
4170	0.2905751598
4171	0.290574898
4172	0.2905745398
4173	0.2905664154
4174	0.2905663021
4175	0.2905658734
4176	0.2905623595
4177	0.2905589251
4178	0.2905585738
4179	0.2905540748
4180	0.2905537268
4181	0.2905516281
4182	0.2905509366
4183	0.2905505923
4184	0.2905480167
4185	0.2905477268
4186	0.2905473874
4187	0.2905466281
4188	0.2905455434
4189	0.2905430374
4190	0.2905430249
4191	0.2905291193
4192	0.2905220826
4193	0.2905166273
4194	0.2905116575
4195	0.2905109698
4196	0.2905099083
4197	0.2905098207
4198	0.2905097059
4199	0.2905065099
4200	0.2905064363
4201	0.2905051822
4202	0.2905044965
4203	0.2905043491
4204	0.2905030735
4205	0.2905009795
4206	0.2904918214
4207	0.2904911015
4208	0.2904905372
4209	0.2904884648
4210	0.2904883922
4211	0.290486341
4212	0.2904862326
4213	0.2904858234
4214	0.2904854813
4215	0.2904834508
4216	0.2904825368
4217	0.2904822465
4218	0.2904811495
4219	0.2904791402
4220	0.2904779207
4221	0.2904702593
4222	0.2904701214
4223	0.2904666966
4224	0.2904650658
4225	0.2904592759
4226	0.2904559102
4227	0.2904555753
4228	0.2904529674
4229	0.290452398
4230	0.290451722
4231	0.2904503307
4232	0.2904492143
4233	0.290446607
4234	0.2904459109
4235	0.2904458255
4236	0.2904454916
4237	0.2904431273
4238	0.290442346
4239	0.2904390535
4240	0.2904320645
4241	0.2904314364
4242	0.2904294743
4243	0.2904269782
4244	0.2904250354
4245	0.2904249494
4246	0.2904212448
4247	0.290419321
4248	0.2904186157
4249	0.2904186128
4250	0.2904179887
4251	0.2904162498
4252	0.2904089912
4253	0.2904079384
4254	0.2904076122
4255	0.2904003992
4256	0.2903997162
4257	0.2903993107
4258	0.290398213
4259	0.2903978111
4260	0.2903873654
4261	0.2903840407
4262	0.2903807371
4263	0.2903804576
4264	0.290375948
4265	0.2903742531
4266	0.2903735527
4267	0.290364701
